timestamp,interface,probe_host,bandwidth_mbps,rx_mbps,tx_mbps,throughput_mbps,traffic_volume_mb,packet_rate,latency_ms,packet_loss_pct,jitter_ms,bandwidth_utilization_pct,cpu_utilization_pct,memory_utilization_pct,interface_errors,interface_drops,network_available
1788886801.0744872,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.372677996249965,0.0,26.0,85.0,0.0,0.0,1
1788886806.075405,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8620067027323833,0.0,20.1,84.7,0.0,0.0,1
1788886811.0763469,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.114924013354971,0.0,35.7,84.7,0.0,0.0,1
1788886816.0920188,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1149240133549712,0.0,20.1,85.5,0.0,0.0,1
1788886821.0935616,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.118033988749895,0.0,30.3,86.1,0.0,0.0,1
1788886826.10422,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.118033988749895,0.0,26.6,86.3,0.0,0.0,1
1788886831.1094325,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.118033988749895,0.0,25.3,87.5,0.0,0.0,1
1788886836.1248515,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.118033988749895,0.0,45.0,89.2,0.0,0.0,1
1788886841.1290271,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.118033988749895,0.0,35.7,89.7,0.0,0.0,1
1788886846.1357872,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.118033988749895,0.0,19.9,88.8,0.0,0.0,1
